epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5921.22,2.86255,10.0803,1.75748,0,0,0,0,2.49762,9.51389,1.47447,4.62e-05,4.62e-05,4.62e-05
2,9667.51,2.15303,7.96471,1.29745,0,0,0,0,2.3959,8.75282,1.34992,9.14856e-05,9.14856e-05,9.14856e-05
